Name,IDfg,Age,Team,xwOBA,xSLG,xBA,Barrel%,HardHit%,K%,BB%,BABIP,SwStr%,wRC+,HR/FB,GB%,FB%,Pull%,Spd,HR,RBI,R,SB,AVG,OBP,SLG,wOBA,proj_PA,xwOBA_rank
Edouard Julien,27534,27,MIN,0.3182,0.4009,0.2213,0.1163,0.4148,0.3146,0.1216,0.3198,0.1044,95.0819,0.1782,0.4766,0.2674,0.3639,3.155,8.335,22.049,33.975,2.776,0.225,0.323,0.361,0.306,275,218.5
Jack Suwinski,22244,27,PIT,0.3182,0.4072,0.2089,0.1227,0.4026,0.3094,0.1237,0.2439,0.1132,79.3849,0.1389,0.3631,0.4504,0.4253,4.7385,13.685,38.247,37.464,8.981,0.187,0.297,0.353,0.288,281,218.5
Rafael Ortega,10323,32,CHC,0.318,0.367,0.246,0.048,0.335,0.199,0.119,0.285,0.082,98.0,0.063,0.336,0.449,0.42,4.2,6.3,35.0,35.0,9.12,0.241,0.331,0.358,0.305,371,221.0
Bryan De La Cruz,19600,28,- - -,0.318,0.4419,0.2531,0.093,0.4201,0.2556,0.0534,0.2963,0.14,83.9646,0.1323,0.411,0.3614,0.4055,2.7411,19.37,69.854,59.12,4.216,0.243,0.284,0.397,0.294,594,221.0
Will Wagner,29634,27,- - -,0.318,0.34,0.266,0.02,0.412,0.188,0.114,0.287,0.097,78.0,0.0,0.51,0.28,0.324,3.2,0.0,7.0,15.0,0.96,0.225,0.324,0.279,0.28,149,221.0
J.D. Davis,16219,32,- - -,0.3175,0.4098,0.2308,0.1015,0.4603,0.2769,0.0912,0.312,0.1639,100.1772,0.1836,0.5489,0.2742,0.4065,2.13,11.945,46.81,45.521,0.546,0.24,0.318,0.393,0.312,310,223.0
Casey Schmitt,27577,27,SFG,0.3174,0.4185,0.2503,0.0847,0.4155,0.2381,0.0709,0.2753,0.1273,88.805,0.1088,0.3365,0.4171,0.4671,1.6287,10.391,37.701,32.621,0.441,0.23,0.294,0.383,0.295,329,224.0
Logan O'Hoppe,24729,26,LAA,0.3173,0.4467,0.2378,0.13,0.4665,0.2979,0.0583,0.2842,0.1595,87.081,0.1681,0.3838,0.4024,0.4659,2.3509,18.756,46.752,45.055,1.825,0.227,0.279,0.397,0.293,426,225.5
Luis Robert Jr.,20043,28,CHW,0.3173,0.4358,0.2403,0.1113,0.4123,0.2829,0.0731,0.2959,0.1677,95.7479,0.1507,0.3775,0.4163,0.4213,5.4618,19.03,54.437,59.476,24.043,0.236,0.297,0.412,0.306,456,225.5
Christopher Morel,21897,27,TBR,0.3172,0.4266,0.2226,0.1296,0.4522,0.3054,0.0904,0.2787,0.1696,92.7217,0.1635,0.4246,0.4156,0.5085,4.3967,18.212,51.878,50.58,7.125,0.215,0.294,0.397,0.301,424,227.0
Jarred Kelenic,22558,25,ATL,0.317,0.4268,0.2426,0.0995,0.448,0.3052,0.0813,0.3135,0.1499,93.3348,0.1427,0.3787,0.3663,0.43,4.8634,12.982,44.979,45.873,8.94,0.234,0.297,0.398,0.3,408,228.5
Franchy Cordero,14567,28,BOS,0.317,0.419,0.226,0.123,0.455,0.335,0.102,0.313,0.165,92.0,0.138,0.387,0.387,0.416,5.1,7.84,29.0,36.0,3.68,0.219,0.3,0.397,0.304,275,228.5
Tyler Stephenson,17988,29,CIN,0.3169,0.4099,0.2303,0.1076,0.4563,0.2788,0.0977,0.317,0.1058,101.9441,0.1659,0.4386,0.3413,0.4044,2.3485,14.411,56.779,54.367,0.345,0.246,0.326,0.422,0.325,414,230.0
Mickey Moniak,19956,28,COL,0.3167,0.4559,0.246,0.1223,0.4093,0.2655,0.0457,0.3091,0.1592,101.4251,0.1493,0.3414,0.445,0.4676,5.8365,19.077,58.811,53.786,7.599,0.256,0.294,0.472,0.326,422,231.5
Andrew Benintendi,17901,31,CHW,0.3167,0.4127,0.247,0.0752,0.3411,0.1688,0.0839,0.2654,0.0973,97.8975,0.0964,0.366,0.4304,0.4275,3.3087,14.642,58.753,57.927,3.653,0.245,0.31,0.403,0.309,515,231.5
Hunter Goodman,29715,26,COL,0.3166,0.4567,0.2374,0.128,0.4548,0.2675,0.0529,0.3053,0.1642,106.9013,0.187,0.3858,0.4335,0.4903,3.2442,27.22,80.291,63.459,1.0,0.261,0.305,0.5,0.342,442,233.5
Nick Castellanos,11737,34,PHI,0.3166,0.4289,0.2527,0.0815,0.3718,0.2312,0.0564,0.3057,0.1652,98.0501,0.1245,0.3924,0.3818,0.4222,4.2893,18.01,82.304,74.98,4.157,0.256,0.303,0.424,0.313,622,233.5
Charlie Blackmon,7859,38,COL,0.3164,0.3855,0.2529,0.0501,0.2889,0.1631,0.0842,0.2985,0.0839,96.4686,0.0806,0.3745,0.3985,0.4425,5.1634,8.881,52.031,58.559,3.095,0.264,0.337,0.421,0.33,479,235.0
Brice Turang,22186,26,MIL,0.3162,0.3881,0.2561,0.0546,0.3894,0.207,0.0919,0.326,0.0753,103.8072,0.0982,0.4764,0.3087,0.2727,6.0855,12.705,66.846,81.974,32.563,0.267,0.335,0.389,0.318,607,236.0
Lawrence Butler,22542,25,ATH,0.3161,0.4184,0.2371,0.0976,0.4533,0.2701,0.0891,0.3031,0.1339,106.5099,0.1713,0.4504,0.3459,0.3334,5.7782,20.883,61.145,76.818,20.764,0.243,0.309,0.431,0.321,561,237.0
Enmanuel Valdez,21716,27,PIT,0.316,0.415,0.2407,0.0869,0.4218,0.2038,0.0895,0.2445,0.0856,76.8032,0.0762,0.3418,0.4445,0.4728,2.6958,4.31,21.239,16.239,0.554,0.212,0.28,0.363,0.281,149,239.0
Yonathan Daza,15794,29,COL,0.316,0.368,0.286,0.019,0.25,0.142,0.064,0.347,0.089,95.0,0.03,0.553,0.208,0.363,3.4,1.92,34.0,56.0,0.0,0.301,0.349,0.384,0.323,408,239.0
Zach Dezenzo,31562,26,HOU,0.316,0.426,0.225,0.164,0.41,0.339,0.101,0.373,0.135,96.0,0.083,0.361,0.393,0.361,4.3,1.98,10.0,17.0,1.0,0.245,0.321,0.367,0.306,109,239.0
Yan Gomes,9627,36,CHC,0.3156,0.4083,0.2573,0.0697,0.3498,0.1868,0.0457,0.2982,0.1126,92.0303,0.0853,0.3881,0.389,0.3464,3.1866,7.89,56.951,40.03,0.713,0.261,0.305,0.4,0.304,388,241.5
Anthony Rizzo,3473,35,NYY,0.3156,0.3855,0.2403,0.0602,0.3583,0.1942,0.0808,0.266,0.0964,96.6359,0.1055,0.3863,0.39,0.452,1.9299,10.868,43.003,46.197,0.571,0.233,0.316,0.371,0.304,410,241.5
David Peralta,2136,37,SDP,0.3154,0.3994,0.2622,0.0573,0.4342,0.1967,0.0691,0.3063,0.1197,98.7369,0.1044,0.4595,0.3212,0.3932,3.5468,6.582,44.156,40.613,1.601,0.261,0.315,0.401,0.311,340,243.0
Liam Hicks,29844,27,MIA,0.315,0.35,0.244,0.035,0.277,0.144,0.11,0.278,0.049,98.0,0.064,0.424,0.338,0.39,3.0,6.0,45.0,37.0,1.92,0.247,0.346,0.346,0.313,390,246.0
Darin Ruf,9929,36,- - -,0.315,0.386,0.218,0.086,0.405,0.271,0.116,0.258,0.099,89.0,0.117,0.414,0.405,0.47,3.4,9.02,45.0,52.0,1.2,0.204,0.307,0.338,0.291,388,246.0
Alex Verdugo,17027,30,ATL,0.315,0.3947,0.2611,0.0488,0.3772,0.1486,0.0737,0.2752,0.0569,85.78,0.0613,0.4685,0.3313,0.3733,3.3341,9.185,48.909,63.389,2.035,0.246,0.304,0.361,0.291,427,246.0
Yadiel Hernandez,19334,35,WSN,0.315,0.423,0.245,0.086,0.421,0.226,0.058,0.326,0.14,103.0,0.141,0.511,0.275,0.33,2.2,7.56,41.0,30.0,1.28,0.269,0.312,0.41,0.315,327,246.0
Eric Wagaman,23395,28,MIA,0.315,0.421,0.259,0.068,0.465,0.195,0.062,0.296,0.1,85.0,0.066,0.438,0.357,0.407,4.4,8.82,53.0,56.0,3.68,0.25,0.296,0.378,0.293,514,246.0
Kyle Manzardo,29794,25,CLE,0.3149,0.4348,0.2197,0.1144,0.4321,0.2554,0.085,0.2689,0.1181,110.673,0.1515,0.2925,0.4967,0.4047,2.3587,23.115,61.468,41.415,1.69,0.234,0.308,0.45,0.325,387,249.0
James McCann,12859,36,ARI,0.3148,0.4207,0.244,0.0782,0.4431,0.243,0.0534,0.2858,0.144,91.2125,0.1316,0.4208,0.3721,0.3431,2.9157,5.093,24.221,22.927,0.723,0.238,0.291,0.394,0.297,184,250.0
Jackson Chourio,28806,22,MIL,0.3146,0.4279,0.2546,0.0898,0.4328,0.2073,0.0574,0.3125,0.123,113.6468,0.1391,0.4469,0.3641,0.3562,6.3488,19.95,78.378,84.975,21.378,0.272,0.315,0.463,0.332,583,251.0
Isaac Paredes,20036,27,HOU,0.3144,0.3671,0.2275,0.0557,0.3046,0.172,0.1135,0.2594,0.0676,124.6251,0.13,0.3143,0.465,0.5533,1.9278,21.776,71.241,60.291,0.536,0.245,0.348,0.439,0.344,518,252.0
Jon Singleton,10441,33,HOU,0.314,0.392,0.227,0.089,0.372,0.274,0.116,0.299,0.115,104.0,0.126,0.397,0.417,0.397,2.0,11.44,42.0,46.0,0.0,0.234,0.321,0.386,0.312,405,253.5
Nathan Lukes,18123,31,TOR,0.314,0.392,0.259,0.047,0.367,0.137,0.087,0.273,0.06,103.0,0.104,0.465,0.35,0.343,3.4,11.04,65.0,55.0,1.6,0.255,0.323,0.407,0.317,438,253.5
DJ LeMahieu,9874,37,NYY,0.3139,0.3782,0.2497,0.054,0.4355,0.1999,0.1009,0.2915,0.0691,88.642,0.1093,0.5646,0.2524,0.277,2.1423,6.455,31.61,37.573,0.738,0.241,0.319,0.342,0.295,265,255.0
Rhys Hoskins,16472,33,MIL,0.3137,0.4034,0.2137,0.1145,0.4417,0.2789,0.1093,0.2758,0.0986,107.0833,0.1547,0.3258,0.4719,0.5311,2.7114,17.785,64.256,48.575,1.756,0.228,0.319,0.423,0.322,420,256.5
Josh Donaldson,5038,38,- - -,0.3137,0.4289,0.2054,0.1306,0.4733,0.2679,0.1077,0.1974,0.1307,86.8302,0.1863,0.4559,0.412,0.4772,1.283,10.905,43.66,38.113,0.589,0.186,0.278,0.396,0.293,278,256.5
Brian Anderson,18289,31,MIL,0.3135,0.3893,0.2258,0.1014,0.3838,0.2899,0.0992,0.3043,0.1454,86.4775,0.122,0.4818,0.3273,0.3192,3.5955,8.04,36.865,39.306,0.8,0.225,0.31,0.362,0.297,366,258.0
Eloy Jimenez,17484,28,- - -,0.3133,0.4171,0.2491,0.0906,0.4863,0.1982,0.0643,0.2981,0.1301,95.6126,0.1263,0.5437,0.3,0.4017,1.8382,11.66,42.86,36.749,1.361,0.257,0.307,0.395,0.305,393,259.5
Jose Altuve,5417,36,HOU,0.3133,0.3999,0.2472,0.0663,0.3099,0.1687,0.0833,0.3101,0.0906,125.3114,0.1382,0.4244,0.37,0.5501,4.1465,18.947,68.888,85.414,8.902,0.282,0.347,0.456,0.346,616,259.5
Anthony Santander,14551,31,TOR,0.3132,0.4179,0.2208,0.0966,0.4273,0.2221,0.092,0.2444,0.0965,109.4913,0.1413,0.3341,0.5078,0.4742,2.5689,27.853,79.854,70.153,1.711,0.227,0.305,0.444,0.322,453,261.0
Carlos Perez,10642,33,OAK,0.313,0.389,0.255,0.053,0.394,0.212,0.069,0.256,0.088,83.0,0.111,0.374,0.412,0.583,1.0,5.28,20.0,17.0,0.0,0.226,0.293,0.357,0.285,189,263.0
Leo Jimenez,23782,24,TOR,0.313,0.368,0.225,0.081,0.333,0.281,0.057,0.311,0.12,101.0,0.089,0.413,0.372,0.374,1.3,3.88,19.0,18.0,0.0,0.229,0.329,0.358,0.308,210,263.0
Carson Kelly,13620,31,CHC,0.313,0.3984,0.2308,0.0792,0.3921,0.1928,0.097,0.269,0.09,103.1185,0.1157,0.4088,0.4145,0.4306,2.6855,11.977,42.61,40.382,1.101,0.24,0.32,0.396,0.315,338,263.0
Luis Campusano,22217,26,SDP,0.3128,0.3974,0.2585,0.054,0.3586,0.1329,0.06,0.2636,0.0944,95.94,0.1054,0.4478,0.3566,0.4216,1.9,7.664,37.412,34.412,0.0,0.251,0.3,0.395,0.303,252,265.5
Kris Bryant,15429,33,COL,0.3128,0.38,0.2331,0.0555,0.3081,0.2403,0.0865,0.2964,0.1278,76.9159,0.0899,0.3807,0.3861,0.4889,1.0787,5.612,23.108,24.591,0.0,0.234,0.323,0.351,0.302,218,265.5
Colton Cowser,29591,26,BAL,0.3127,0.4297,0.2148,0.1385,0.459,0.3318,0.0839,0.2891,0.1321,100.7625,0.1956,0.4421,0.393,0.4187,5.0507,19.748,54.309,56.23,11.533,0.219,0.295,0.416,0.308,437,267.0
Nolan Gorman,22263,26,STL,0.3126,0.4292,0.2078,0.1303,0.419,0.3448,0.1059,0.2853,0.1601,94.5028,0.1615,0.2942,0.4961,0.4278,3.1589,17.88,52.688,48.289,3.655,0.212,0.295,0.403,0.303,408,268.0
Seth Brown,18171,32,OAK,0.3123,0.4273,0.2338,0.1026,0.4253,0.2734,0.0723,0.2818,0.1411,94.6107,0.1317,0.382,0.4384,0.4134,3.3172,14.089,50.822,35.768,3.607,0.228,0.287,0.397,0.297,410,269.0
Caleb Durbin,29646,26,MIL,0.312,0.362,0.255,0.04,0.269,0.099,0.059,0.265,0.051,105.0,0.073,0.423,0.389,0.433,4.8,10.89,53.0,60.0,18.0,0.256,0.334,0.387,0.319,506,270.0
Alex Call,19296,31,- - -,0.3119,0.3575,0.2312,0.047,0.2931,0.1734,0.115,0.2849,0.064,99.468,0.064,0.4177,0.3856,0.3706,4.097,5.534,33.368,43.0,3.494,0.244,0.343,0.359,0.314,354,271.5
Jeff McNeil,15362,34,NYM,0.3119,0.371,0.254,0.0353,0.3098,0.1205,0.0842,0.2686,0.0771,106.4259,0.0744,0.3868,0.3999,0.4522,4.2703,9.754,52.027,55.716,3.538,0.253,0.33,0.399,0.319,505,271.5
Tommy Edman,19470,31,LAD,0.3116,0.3942,0.261,0.047,0.3878,0.167,0.0595,0.256,0.0783,88.5753,0.1221,0.4721,0.3349,0.4154,5.6372,11.138,45.612,55.418,10.217,0.237,0.291,0.393,0.296,353,273.0
Carlos Santana,2396,40,- - -,0.3115,0.385,0.2314,0.0629,0.3859,0.178,0.1103,0.2502,0.0954,97.0655,0.1073,0.4068,0.4214,0.5134,3.3274,13.166,66.378,59.625,3.259,0.229,0.317,0.38,0.307,537,274.0
Dominic Smith,15653,31,SFG,0.3114,0.3987,0.2412,0.0696,0.3518,0.1957,0.0787,0.3045,0.0971,97.9882,0.0755,0.416,0.3745,0.4117,2.6234,6.894,37.186,38.004,1.051,0.256,0.323,0.385,0.311,309,275.0
Chas McCormick,19599,31,HOU,0.3113,0.4027,0.2303,0.0849,0.3466,0.2636,0.0803,0.3004,0.1524,92.0782,0.1189,0.4053,0.3938,0.4085,5.0567,9.895,38.249,38.308,7.961,0.235,0.307,0.375,0.3,238,276.5
Austin Wells,27562,26,NYY,0.3113,0.4136,0.2243,0.098,0.4283,0.2436,0.0842,0.2509,0.1244,98.7595,0.1294,0.3359,0.4843,0.3939,3.3776,17.89,65.142,47.705,3.536,0.223,0.292,0.421,0.307,435,276.5
Francisco Alvarez,26121,24,NYM,0.3112,0.4134,0.2193,0.1049,0.48,0.2587,0.0899,0.2869,0.1328,109.5896,0.1788,0.4887,0.3618,0.3558,2.7171,13.987,44.51,38.945,0.818,0.238,0.315,0.43,0.324,325,278.0
Pete Crow-Armstrong,27769,24,CHC,0.3111,0.4472,0.236,0.1141,0.4024,0.2397,0.0467,0.2805,0.1594,102.475,0.1272,0.3306,0.4766,0.5023,7.6404,24.291,81.383,78.234,32.73,0.244,0.287,0.453,0.313,556,280.0
Bryson Stott,26294,28,PHI,0.3111,0.3846,0.2524,0.0455,0.3136,0.163,0.0873,0.2883,0.0601,95.415,0.0793,0.4253,0.3782,0.3301,5.8671,12.411,61.752,67.693,24.984,0.257,0.323,0.385,0.31,572,280.0
Willi Castro,17338,29,- - -,0.3111,0.3749,0.2373,0.0659,0.3604,0.2391,0.0819,0.3031,0.1363,99.134,0.0891,0.4046,0.3811,0.3831,6.246,10.508,43.226,69.461,13.033,0.239,0.322,0.38,0.311,496,280.0
Garrett Mitchell,27555,26,MIL,0.311,0.372,0.228,0.087,0.37,0.317,0.112,0.359,0.14,127.0,0.296,0.558,0.225,0.386,7.6,7.92,21.0,33.0,11.0,0.255,0.342,0.469,0.351,224,285.0
Kyle Garlick,18063,31,MIN,0.311,0.443,0.229,0.097,0.476,0.296,0.049,0.277,0.158,103.0,0.231,0.398,0.379,0.495,2.1,8.28,18.0,23.0,0.0,0.233,0.284,0.433,0.311,162,285.0
Mike Ford,15585,31,SEA,0.311,0.414,0.195,0.173,0.446,0.323,0.096,0.276,0.123,125.0,0.232,0.317,0.496,0.453,1.2,14.72,34.0,32.0,0.0,0.228,0.323,0.475,0.343,251,285.0
Willie Calhoun,17838,30,LAA,0.311,0.364,0.257,0.03,0.377,0.122,0.091,0.263,0.054,97.0,0.068,0.432,0.372,0.392,1.6,4.7,20.0,26.0,0.0,0.245,0.315,0.38,0.305,254,285.0
Pablo Reyes,16357,30,BOS,0.311,0.398,0.261,0.04,0.36,0.114,0.076,0.315,0.058,95.0,0.034,0.421,0.4,0.473,5.0,1.88,20.0,27.0,5.88,0.287,0.339,0.377,0.315,185,285.0
Christian Koss,27653,28,SFG,0.311,0.402,0.263,0.06,0.336,0.236,0.047,0.336,0.149,91.0,0.079,0.481,0.295,0.358,4.7,2.94,23.0,25.0,3.68,0.264,0.309,0.368,0.297,191,285.0
Nolan Jones,20529,28,CLE,0.311,0.3904,0.225,0.0939,0.4498,0.2901,0.1089,0.3254,0.1105,85.0789,0.0941,0.4523,0.344,0.3448,4.9055,7.54,38.465,38.04,9.023,0.233,0.322,0.359,0.301,374,285.0
Ha-seong Kim,27506,30,- - -,0.3108,0.3613,0.2438,0.0466,0.3444,0.1845,0.1095,0.2794,0.058,99.4535,0.0889,0.3962,0.4088,0.437,5.2151,10.651,44.721,57.043,18.451,0.243,0.329,0.373,0.31,373,289.0
Joey Votto,4314,40,CIN,0.3105,0.3879,0.1979,0.1103,0.4011,0.2567,0.1137,0.2274,0.1326,96.6116,0.1982,0.4671,0.398,0.4567,1.1047,9.603,39.024,27.706,0.0,0.203,0.316,0.412,0.321,276,290.0
Josh Smith,26396,28,TEX,0.3104,0.3671,0.2412,0.0492,0.3352,0.1926,0.0922,0.2931,0.0849,101.6879,0.0778,0.4183,0.3715,0.3967,4.6638,10.274,42.274,64.139,9.658,0.246,0.332,0.369,0.312,495,291.5
Will Benson,21853,28,CIN,0.3104,0.4171,0.2203,0.1286,0.4612,0.3263,0.0904,0.2927,0.158,90.0456,0.1626,0.3642,0.4285,0.4437,5.8656,12.333,39.79,38.905,10.005,0.22,0.292,0.424,0.307,309,291.5
Spencer Steer,26323,28,CIN,0.3103,0.3827,0.2299,0.0702,0.3623,0.2173,0.0991,0.2797,0.1022,101.6008,0.1148,0.3596,0.4459,0.459,4.9029,20.651,82.914,70.298,13.467,0.24,0.323,0.419,0.324,614,293.0
CJ Abrams,25768,25,WSN,0.3102,0.4025,0.244,0.0711,0.388,0.1999,0.0581,0.2896,0.1137,102.7932,0.1045,0.4064,0.403,0.4334,7.5438,18.24,61.04,84.816,33.172,0.251,0.311,0.426,0.318,602,294.5
Nelson Cruz,2434,43,SDP,0.3102,0.4157,0.2385,0.0925,0.4679,0.2672,0.0695,0.3083,0.1618,85.5794,0.1254,0.4838,0.3133,0.3785,3.1894,5.343,44.586,30.586,1.548,0.239,0.299,0.366,0.292,241,294.5
Jake Meyers,20308,30,HOU,0.3101,0.3891,0.2451,0.0588,0.3648,0.2118,0.0745,0.3083,0.1084,94.7207,0.0719,0.4516,0.3411,0.4063,5.4684,7.314,39.108,49.648,10.187,0.253,0.318,0.368,0.303,400,296.0
Otto Kemp,31792,26,PHI,0.31,0.418,0.231,0.121,0.447,0.307,0.055,0.306,0.166,95.0,0.16,0.42,0.382,0.477,3.1,7.92,28.0,26.0,2.0,0.234,0.298,0.411,0.308,218,297.5
Eli White,19346,32,ATL,0.31,0.435,0.251,0.09,0.404,0.258,0.041,0.282,0.129,84.0,0.164,0.446,0.332,0.383,8.2,9.0,35.0,43.0,7.6,0.234,0.27,0.406,0.29,271,297.5
Josh Jung,26299,28,TEX,0.3099,0.429,0.2464,0.0931,0.4586,0.2621,0.0527,0.3226,0.1252,98.2653,0.1307,0.4055,0.3712,0.3646,3.5777,14.812,56.68,53.309,3.031,0.256,0.3,0.413,0.308,411,299.0
Royce Lewis,20437,27,MIN,0.3098,0.4219,0.242,0.0982,0.3976,0.2115,0.0718,0.2735,0.1215,99.7618,0.1286,0.3601,0.4528,0.4839,3.2409,14.133,50.54,37.168,7.415,0.245,0.298,0.427,0.312,348,300.5
Patrick Wisdom,13602,33,CHC,0.3098,0.4487,0.1951,0.1712,0.5035,0.3513,0.0832,0.2343,0.1464,95.5169,0.1956,0.293,0.5689,0.4325,5.3696,15.675,41.961,38.379,3.817,0.193,0.271,0.442,0.306,257,300.5
Cooper Hummel,19458,31,- - -,0.3097,0.376,0.1989,0.1113,0.3742,0.2994,0.1293,0.2284,0.124,69.0346,0.1299,0.4868,0.3653,0.3896,3.8565,2.76,8.931,11.931,1.263,0.171,0.293,0.28,0.267,116,302.0
Ozzie Albies,16556,29,ATL,0.3095,0.3978,0.2476,0.0587,0.3254,0.148,0.0745,0.2687,0.1044,96.9076,0.0886,0.3763,0.4304,0.5081,5.0041,17.176,75.346,72.513,10.698,0.251,0.311,0.405,0.311,574,303.0
Connor Norby,29592,26,MIA,0.3094,0.4252,0.2365,0.1083,0.3763,0.2837,0.0594,0.3206,0.1596,92.9105,0.1233,0.3787,0.3744,0.4804,5.0825,8.182,30.296,39.354,6.677,0.247,0.298,0.402,0.304,282,304.0
Jake Fraley,19260,31,- - -,0.3091,0.3652,0.2487,0.0471,0.2959,0.2005,0.0926,0.3053,0.1143,100.0634,0.0989,0.3947,0.3688,0.4591,4.7718,7.317,33.897,38.297,11.138,0.259,0.333,0.402,0.322,296,305.0
Dane Myers,22054,30,MIA,0.309,0.4,0.252,0.078,0.42,0.231,0.069,0.293,0.098,72.0,0.077,0.445,0.341,0.372,4.6,5.64,31.0,29.0,15.12,0.235,0.291,0.326,0.275,333,306.0
Jose Miranda,20538,27,MIN,0.3081,0.4041,0.2522,0.057,0.3921,0.1599,0.047,0.304,0.1092,105.5895,0.0738,0.4051,0.3996,0.4416,2.971,9.053,46.339,39.425,1.486,0.271,0.314,0.418,0.317,343,307.0
Eric Hosmer,3516,33,- - -,0.308,0.377,0.253,0.057,0.397,0.153,0.088,0.304,0.082,104.0,0.1,0.568,0.252,0.391,0.9,7.04,44.0,38.0,0.0,0.268,0.334,0.382,0.313,419,308.0
Michael Toglia,25845,27,COL,0.3078,0.4179,0.2169,0.1275,0.4613,0.3568,0.0963,0.2731,0.1636,69.9177,0.1816,0.3654,0.417,0.4219,4.6192,16.305,39.751,38.497,5.547,0.2,0.277,0.391,0.289,340,309.0
Donovan Solano,8623,38,- - -,0.3077,0.3815,0.253,0.0461,0.3948,0.2169,0.0677,0.339,0.1096,104.1211,0.0776,0.4408,0.3292,0.3586,1.8054,4.147,30.823,27.414,0.4,0.273,0.334,0.383,0.316,272,310.0
Trayce Thompson,9952,33,- - -,0.3076,0.3883,0.1924,0.1328,0.4636,0.4091,0.1311,0.3042,0.1548,89.1136,0.1936,0.3238,0.4561,0.473,3.8152,7.263,24.727,23.117,1.904,0.193,0.307,0.363,0.299,198,311.0
Miguel Vargas,20178,26,CHW,0.3075,0.3813,0.222,0.0801,0.3671,0.191,0.103,0.241,0.0815,88.866,0.0739,0.3104,0.509,0.4209,4.7506,12.677,48.318,63.628,5.054,0.214,0.303,0.371,0.297,416,312.0
Gavin Lux,19955,28,CIN,0.3071,0.3581,0.2469,0.0461,0.3857,0.2249,0.1029,0.3366,0.0851,101.3421,0.0705,0.481,0.2906,0.389,3.5581,6.688,51.198,53.669,2.588,0.263,0.339,0.379,0.318,495,313.5
Jon Berti,12037,36,CHC,0.3071,0.3747,0.2632,0.0418,0.342,0.1962,0.0666,0.3154,0.0912,79.4818,0.0505,0.5543,0.2317,0.2965,6.2393,3.407,21.722,38.182,10.979,0.257,0.313,0.335,0.287,211,313.5
Dylan Crews,33541,24,WSN,0.307,0.393,0.235,0.097,0.387,0.236,0.075,0.246,0.135,77.0,0.135,0.507,0.341,0.396,7.1,9.7,27.0,43.0,17.0,0.208,0.28,0.352,0.279,322,316.0
Brooks Baldwin,31394,25,CHW,0.307,0.416,0.235,0.109,0.409,0.262,0.064,0.298,0.119,92.0,0.128,0.398,0.408,0.459,4.5,10.78,38.0,32.0,5.0,0.24,0.29,0.407,0.302,328,316.0
Vimael Machin,17684,29,OAK,0.307,0.363,0.243,0.039,0.391,0.186,0.099,0.27,0.074,76.0,0.017,0.43,0.335,0.307,2.4,0.96,13.0,26.0,0.88,0.22,0.3,0.287,0.268,253,316.0
Trevor Story,12564,33,BOS,0.3069,0.4156,0.2434,0.0989,0.4599,0.2763,0.0523,0.3254,0.1472,96.6614,0.145,0.4272,0.3864,0.3979,5.7002,19.897,87.323,82.053,20.24,0.256,0.303,0.423,0.314,511,318.0
Amed Rosario,15518,30,- - -,0.3066,0.396,0.268,0.0462,0.3981,0.1836,0.0383,0.3236,0.1138,97.0651,0.0681,0.494,0.3043,0.3663,5.4356,5.329,41.867,45.443,9.151,0.274,0.307,0.398,0.306,327,319.0
Jared Triolo,25807,28,PIT,0.3064,0.3692,0.2356,0.0583,0.3805,0.2365,0.1014,0.2931,0.1111,84.0979,0.0735,0.4008,0.3998,0.3952,5.104,7.186,32.044,39.824,9.523,0.23,0.314,0.345,0.294,367,320.0
Davis Schneider,23565,27,TOR,0.3063,0.3862,0.1919,0.1289,0.3938,0.2934,0.1284,0.2672,0.1188,100.8889,0.1287,0.2998,0.5098,0.5223,4.1222,12.111,39.333,41.333,4.48,0.21,0.317,0.384,0.31,314,321.5
Joshua Palacios,19818,30,CHW,0.3063,0.3915,0.2354,0.0909,0.4207,0.2334,0.0676,0.2625,0.1242,75.4631,0.1289,0.4784,0.3171,0.4032,2.807,5.49,21.578,17.086,1.704,0.218,0.287,0.349,0.282,177,321.5
Jasson Dominguez,28080,23,NYY,0.306,0.37,0.237,0.07,0.496,0.268,0.096,0.338,0.126,103.0,0.097,0.444,0.381,0.385,6.1,9.6,47.0,58.0,23.0,0.257,0.331,0.388,0.316,429,324.5
Will Brennan,25660,27,CLE,0.306,0.3806,0.2748,0.0364,0.3106,0.1312,0.0457,0.2909,0.0873,90.1502,0.0636,0.4361,0.3343,0.3724,3.9564,6.692,34.797,38.744,7.608,0.265,0.305,0.374,0.295,391,324.5
Hunter Dozier,15117,31,KCR,0.306,0.401,0.242,0.077,0.385,0.25,0.068,0.298,0.14,88.0,0.096,0.424,0.371,0.438,4.2,11.04,41.0,51.0,3.2,0.236,0.292,0.387,0.298,500,324.5
Manuel Margot,14712,30,MIN,0.306,0.3778,0.259,0.0443,0.3548,0.1628,0.0593,0.2907,0.1006,85.6312,0.0415,0.4298,0.3772,0.3461,4.8836,3.76,35.169,37.536,5.495,0.251,0.3,0.354,0.287,343,324.5
Zach McKinstry,19392,31,DET,0.3058,0.3725,0.2444,0.0598,0.3156,0.2177,0.0854,0.2956,0.0929,97.5766,0.0806,0.3745,0.3772,0.4127,7.2999,8.7,39.542,57.315,13.938,0.242,0.313,0.396,0.309,438,327.0
